 # E(eV),fuente sin integrar,fuente, salida fuente distr 10 ,Salida fuente monoE
5.735,0,10000000,3587030,3599160
5.745,0,10000000,3582730,3594740
5.755,0,10000000,3578250,3590390
5.765,0,10000000,3573930,3585890
5.775,0,10000000,3569510,3581510
5.785,0,10000000,3565070,3576920
5.795,0,10000000,3560610,3572520
5.805,0,10000000,3556080,3568000
5.815,0,10000000,3551660,3563560
5.825,0,10000000,3547230,3559030
5.835,0,10000000,3542780,3554560
5.845,0,10000000,3538390,3550130
5.855,0,10000000,3533890,3545680
5.865,0,10000000,3529360,3541160
5.875,0,10000000,3524870,3536590
5.885,0,10000000,3520310,3532100
5.895,0,10000000,3515810,3527600
5.905,0,10000000,3511460,3523100
5.915,0,10000000,3506950,3518560
5.925,0,10000000,3502380,3513940
5.935,0,10000000,3497830,3509470
5.945,0,10000000,3493340,3504850
5.955,0,10000000,3488770,3500390
5.965,0,10000000,3484170,3495800
5.975,0,10000000,3479540,3491280
5.985,0,10000000,3475010,3486870
5.995,0,10000000,3470340,3482340
6.005,0,10000000,3465760,3477860
6.015,0,10000000,3461250,3473360
6.025,0,10000000,3456740,3468700
6.035,0,10000000,3452060,3464140
6.045,0,10000000,3447500,3459620
6.055,0,10000000,3442900,3454960
6.065,0,10000000,3438360,3450270
6.075,0,10000000,3433790,3445740
6.085,0,10000000,3429320,3441030
6.095,0,10000000,3424800,3436470
6.105,0,10000000,3420190,3431800
6.115,0,10000000,3415510,3427130
6.125,0,10000000,3410870,3422570
6.135,0,10000000,3406340,3417950
6.145,0,10000000,3401740,3413410
6.155,0,10000000,3397100,3408770
6.165,0,10000000,3392360,3404190
6.175,0,10000000,3387600,3399540
6.185,0,10000000,3382880,3394900
6.195,0,10000000,3378140,3390180
6.205,0,10000000,3373520,3385600
6.215,0,10000000,3368930,3380970
6.225,0,10000000,3364290,3376350
6.235,0,10000000,3359670,3371670
6.245,0,10000000,3355050,3366980
6.255,0,10000000,3350270,3362320
6.265,0,10000000,3345640,3357720
6.275,0,10000000,3341030,3352920
6.285,0,10000000,3336390,3348240
6.295,0,10000000,3331730,3343430
6.305,0,10000000,3327010,3338650
6.315,0,10000000,3322270,3333960
6.325,0,10000000,3317390,3329180
6.335,0,10000000,3312680,3324380
6.345,0,10000000,3307970,3319670
6.355,0,10000000,3303160,3314940
6.365,0,10000000,3298380,3310170
6.375,0,10000000,3293490,3305290
6.385,0,10000000,3288780,3300550
6.395,0,10000000,3283920,3295660
6.405,0,10000000,3279000,3290900
6.415,0,10000000,3274170,3286140
6.425,0,10000000,3269370,3281370
6.435,0,10000000,3264540,3276610
6.445,0,10000000,3259690,3271800
6.455,0,10000000,3254840,3267000
6.465,0,10000000,3249940,3262100
6.475,0,10000000,3244970,3257260
6.485,0,10000000,3240150,3252400
6.495,0,10000000,3235260,3247430
6.505,0,10000000,3230390,3242600
6.515,0,10000000,3225490,3237730
6.525,0,10000000,3220580,3232900
6.535,0,10000000,3215760,3227970
6.545,0,10000000,3210840,3223020
6.555,0,10000000,3206020,3218260
6.565,0,10000000,3201190,3213350
6.575,0,10000000,3196220,3208420
6.585,0,10000000,3191200,3203530
6.595,0,10000000,3186160,3198600
6.605,0,10000000,3181150,3193660
6.615,0,10000000,3176140,3188700
6.625,0,10000000,3171210,3183680
6.635,0,10000000,3166060,3178830
6.645,0,10000000,3160980,3173960
6.655,0,10000000,3155970,3168980
6.665,0,10000000,3151090,3163990
6.675,0,10000000,3146180,3159150
6.685,0,10000000,3141060,3154050
6.695,0,10000000,3136000,3148980
6.705,0,10000000,3131030,3143970
6.715,0,10000000,3126020,3138990
6.725,0,10000000,3121060,3133920
6.735,0,10000000,3116040,3128930
6.745,0,10000000,3110950,3123800
6.755,0,10000000,3105740,3118820
6.765,0,10000000,3100550,3113710
6.775,0,10000000,3095460,3108620
6.785,0,10000000,3090160,3103480
6.795,0,10000000,3085020,3098350
6.805,0,10000000,3079760,3093170
6.815,0,10000000,3074620,3088180
6.825,0,10000000,3069500,3083020
6.835,0,10000000,3064140,3077950
6.845,0,10000000,3058950,3072880
6.855,0,10000000,3053780,3067750
6.865,0,10000000,3048610,3062560
6.875,0,10000000,3043520,3057320
6.885,0,10000000,3038350,3052200
6.895,0,10000000,3033160,3047020
6.905,0,10000000,3027810,3041800
6.915,0,10000000,3022390,3036640
6.925,0,10000000,3017160,3031490
6.935,0,10000000,3011940,3026340
6.945,0,10000000,3006780,3021080
6.955,0,10000000,3001470,3015780
6.965,0,10000000,2996100,3010590
6.975,0,10000000,2990800,3005320
6.985,0,10000000,2985480,3000150
6.995,0,10000000,2980170,2994880
7.005,0,10000000,2974920,2989550
7.015,0,10000000,2969670,2984350
7.025,0,10000000,2964260,2978970
7.035,0,10000000,2958900,2973710
7.045,0,10000000,2953590,2968220
7.055,0,10000000,2948310,2962860
7.065,0,10000000,2942870,2957340
7.075,0,10000000,2937510,2951920
7.085,0,10000000,2932120,2946570
7.095,0,10000000,2926790,2941080
7.105,0,10000000,2921500,2935800
7.115,0,10000000,2915950,2930370
7.125,0,10000000,2910600,2924910
7.135,0,10000000,2905140,2919390
7.145,0,10000000,2899750,2913880
7.155,0,10000000,2894250,2908520
7.165,0,10000000,2888700,2903110
7.175,0,10000000,2883150,2897610
7.185,0,10000000,2877600,2892120
7.195,0,10000000,2872050,2886670
7.205,0,10000000,2866470,2881020
7.215,0,10000000,2861010,2875470
7.225,0,10000000,2855460,2869870
7.235,0,10000000,2849900,2864250
7.245,0,10000000,2844350,2858740
7.255,0,10000000,2838800,2853080
7.265,0,10000000,2832990,2847510
7.275,0,10000000,2827380,2841720
7.285,0,10000000,2821650,2836060
7.295,0,10000000,2815910,2830470
7.305,0,10000000,2810340,2824740
7.315,0,10000000,2804540,2818980
7.325,0,10000000,2798770,2813420
7.335,0,10000000,2793110,2807660
7.345,0,10000000,2787480,2801920
7.355,0,10000000,2781770,2796140
7.365,0,10000000,2775930,2790360
7.375,0,10000000,2770240,2784610
7.385,0,10000000,2764420,2778990
7.395,0,10000000,2758660,2773210
7.405,0,10000000,2752810,2767340
7.415,0,10000000,2746970,2761450
7.425,0,10000000,2741080,2755700
7.435,0,10000000,2735280,2749880
7.445,0,10000000,2729450,2744080
7.455,0,10000000,2723540,2738180
7.465,0,10000000,2717590,2732390
7.475,0,10000000,2711580,2726630
7.485,0,10000000,2705620,2720740
7.495,0,10000000,2699770,2714920
7.505,0,10000000,2693630,2709070
7.515,0,10000000,2687550,2703300
7.525,0,10000000,2681410,2697550
7.535,0,10000000,2675410,2691660
7.545,0,10000000,2669430,2685740
7.555,0,10000000,2663420,2679790
7.565,0,10000000,2657350,2673840
7.575,0,10000000,2651530,2667780
7.585,0,10000000,2645580,2661830
7.595,0,10000000,2639550,2655680
7.605,0,10000000,2633500,2649700
7.615,0,10000000,2627410,2643680
7.625,0,10000000,2621380,2637580
7.635,0,10000000,2615220,2631490
7.645,0,10000000,2609110,2625170
7.655,0,10000000,2602920,2619030
7.665,0,10000000,2596750,2612980
7.675,0,10000000,2590550,2606800
7.685,0,10000000,2584480,2600610
7.695,0,10000000,2578320,2594480
7.705,0,10000000,2572200,2588240
7.715,0,10000000,2565910,2582060
7.725,0,10000000,2559510,2575820
7.735,0,10000000,2553170,2569630
7.745,0,10000000,2546880,2563250
7.755,0,10000000,2540570,2557040
7.765,0,10000000,2534270,2550770
7.775,0,10000000,2527870,2544210
7.785,0,10000000,2521430,2537800
7.795,0,10000000,2514920,2531350
7.805,0,10000000,2508610,2524910
7.815,0,10000000,2502260,2518530
7.825,0,10000000,2495870,2512120
7.835,0,10000000,2489370,2505760
7.845,0,10000000,2483010,2499350
7.855,0,10000000,2476470,2492880
7.865,0,10000000,2469820,2486460
7.875,0,10000000,2463200,2479860
7.885,0,10000000,2456620,2473370
7.895,0,10000000,2450040,2466830
7.905,0,10000000,2443530,2460290
7.915,0,10000000,2437010,2453640
7.925,0,10000000,2430240,2447020
7.935,0,10000000,2423490,2440300
7.945,0,10000000,2416720,2433660
7.955,0,10000000,2409950,2427100
7.965,0,10000000,2403170,2420350
7.975,0,10000000,2396370,2413700
7.985,0,10000000,2389580,2407130
7.995,0,10000000,2382720,2400400
8.005,0,10000000,2375940,2393750
8.015,0,10000000,2369110,2387010
8.025,0,10000000,2362340,2380320
8.035,0,10000000,2355570,2373510
8.045,0,10000000,2348590,2366760
8.055,0,10000000,2341760,2359970
8.065,0,10000000,2334680,2353280
8.075,0,10000000,2327640,2346330
8.085,0,10000000,2320680,2339450
8.095,0,10000000,2313700,2332380
8.105,0,10000000,2306770,2325470
8.115,0,10000000,2299810,2318460
8.125,0,10000000,2292780,2311330
8.135,0,10000000,2285720,2304240
8.145,0,10000000,2278580,2297370
8.155,0,10000000,2271500,2290270
8.165,0,10000000,2264330,2283160
8.175,0,10000000,2257160,2276020
8.185,0,10000000,2249950,2268840
8.195,0,10000000,2242760,2261640
8.205,0,10000000,2235600,2254380
8.215,0,10000000,2228480,2247090
8.225,0,10000000,2221160,2239880
8.235,0,10000000,2213930,2232700
8.245,0,10000000,2206530,2225600
8.255,0,10000000,2199250,2218320
8.265,0,10000000,2191880,2210990
8.275,0,10000000,2184370,2203620
8.285,0,10000000,2176960,2196370
8.295,0,10000000,2169590,2188930
8.305,0,10000000,2162140,2181500
8.315,0,10000000,2154590,2173980
8.325,0,10000000,2146920,2166470
8.335,0,10000000,2139380,2159310
8.345,0,10000000,2131790,2151790
8.355,0,10000000,2124300,2144030
8.365,0,10000000,2116610,2136480
8.375,0,10000000,2108920,2128950
8.385,0,10000000,2101420,2121350
8.395,0,10000000,2093720,2113680
8.405,0,10000000,2086040,2106010
8.415,0,10000000,2078310,2098240
8.425,0,10000000,2070600,2090440
8.435,0,10000000,2062890,2082750
8.445,0,10000000,2055140,2074900
8.455,0,10000000,2047180,2067150
8.465,0,10000000,2039380,2059220
8.475,0,10000000,2031400,2051470
8.485,0,10000000,2023410,2043610
8.495,0,10000000,2015280,2035710
8.505,0,10000000,2007440,2027660
8.515,0,10000000,1999440,2019840
8.525,0,10000000,1991530,2011690
8.535,0,10000000,1983510,2003640
8.545,0,10000000,1975260,1995470
8.555,0,10000000,1967140,1987250
8.565,0,10000000,1958960,1979070
8.575,0,10000000,1950670,1970980
8.585,0,10000000,1942290,1962680
8.595,0,10000000,1933840,1954350
8.605,0,10000000,1925420,1946100
8.615,0,10000000,1917150,1937920
8.625,16,10000000,1908800,1929630
8.635,37,9999980,1900430,1921370
8.645,77,9999950,1892100,1913110
8.655,104,9999870,1883490,1904730
8.665,120,9999770,1874920,1896180
8.675,79,9999650,1866370,1887720
8.685,60,9999570,1857600,1879190
8.695,53,9999510,1848910,1870570
8.705,114,9999450,1840350,1862040
8.715,196,9999340,1831790,1853370
8.725,255,9999140,1823070,1844710
8.735,299,9998890,1814410,1836100
8.745,419,9998590,1805460,1827250
8.755,535,9998170,1796360,1818530
8.765,639,9997640,1787640,1809590
8.775,756,9997000,1778820,1800690
8.785,755,9996240,1769800,1791720
8.795,827,9995490,1760980,1782730
8.805,816,9994660,1751870,1773920
8.815,875,9993840,1742830,1765060
8.825,712,9992970,1733800,1755990
8.835,665,9992260,1724680,1746970
8.845,523,9991590,1715500,1737910
8.855,523,9991070,1706340,1728840
8.865,461,9990540,1696950,1719480
8.875,460,9990080,1687360,1710150
8.885,379,9989620,1677950,1700810
8.895,507,9989240,1668700,1691640
8.905,587,9988740,1659340,1682290
8.915,758,9988150,1649720,1672790
8.925,946,9987390,1640140,1663410
8.935,1054,9986450,1630400,1653960
8.945,1202,9985390,1620790,1644270
8.955,1461,9984190,1611080,1634960
8.965,1554,9982730,1601210,1625310
8.975,1682,9981180,1591520,1615730
8.985,1679,9979490,1581490,1606090
8.995,1600,9977820,1571710,1596440
9.005,1769,9976220,1561780,1586620
9.015,1767,9974450,1551740,1576680
9.025,1846,9972680,1541740,1566850
9.035,1930,9970830,1531760,1556870
9.045,2178,9968900,1521560,1547000
9.055,2498,9966720,1511330,1536940
9.065,2747,9964230,1501320,1526870
9.075,3059,9961480,1491140,1516930
9.085,3185,9958420,1480810,1506850
9.095,3438,9955240,1470520,1496720
9.105,3614,9951800,1460120,1486520
9.115,3673,9948180,1449750,1476190
9.125,3821,9944510,1439370,1465760
9.135,4168,9940690,1428680,1455550
9.145,4395,9936520,1418200,1445130
9.155,4524,9932130,1407580,1434590
9.165,4713,9927600,1397020,1424230
9.175,4838,9922890,1386430,1413900
9.185,5067,9918050,1375700,1403440
9.195,5299,9912980,1364910,1392730
9.205,5661,9907690,1353950,1382140
9.215,6427,9902020,1342870,1371400
9.225,6711,9895600,1331650,1360450
9.235,7492,9888890,1320620,1349560
9.245,7813,9881400,1309580,1338710
9.255,8357,9873580,1298320,1327650
9.265,8903,9865220,1287000,1316700
9.275,9267,9856320,1275720,1305570
9.285,9881,9847060,1264440,1294220
9.295,10311,9837170,1253020,1283170
9.305,10573,9826860,1241580,1272030
9.315,11002,9816290,1230030,1260740
9.325,11664,9805290,1218410,1249510
9.335,12292,9793620,1206490,1238180
9.345,12768,9781330,1194810,1226750
9.355,13637,9768560,1182980,1215170
9.365,14314,9754930,1170950,1203660
9.375,15073,9740610,1158980,1192160
9.385,16102,9725540,1146790,1180320
9.395,17144,9709440,1134670,1168570
9.405,17878,9692290,1122700,1156760
9.415,19070,9674420,1110550,1144910
9.425,19983,9655350,1098040,1133110
9.435,21159,9635360,1085560,1121230
9.445,22328,9614200,1073020,1109220
9.455,23197,9591880,1060460,1097260
9.465,24316,9568680,1047530,1085060
9.475,25698,9544360,1034980,1072620
9.485,27302,9518660,1022320,1060060
9.495,28578,9491360,1009560,1047670
9.505,29529,9462780,996801,1035060
9.515,31319,9433260,983648,1022600
9.525,32862,9401940,970869,1009790
9.535,34576,9369080,957737,996946
9.545,35907,9334500,944502,984146
9.555,38010,9298590,931396,971342
9.565,40011,9260580,918261,958406
9.575,41382,9220570,905074,945196
9.585,43994,9179190,891625,932048
9.595,45721,9135200,878338,918680
9.605,47871,9089470,864896,905592
9.615,50273,9041600,851303,892294
9.625,51673,8991330,837714,878745
9.635,54142,8939660,824148,864905
9.645,55808,8885520,810577,851142
9.655,58232,8829710,796855,837346
9.665,60950,8771480,782895,823386
9.675,63119,8710520,769176,809486
9.685,65644,8647410,755109,795310
9.695,68025,8581760,741107,781018
9.705,71001,8513740,727350,766661
9.715,73354,8442740,713136,752015
9.725,75696,8369380,699435,737353
9.735,78615,8293690,685289,722417
9.745,81308,8215070,671245,707751
9.755,84893,8133760,657124,692485
9.765,87996,8048870,643043,677275
9.775,90305,7960870,628810,661804
9.785,92791,7870570,614654,646145
9.795,96260,7777780,600602,630400
9.805,99528,7681520,586519,614415
9.815,102315,7581990,572486,598441
9.825,104875,7479680,558534,582038
9.835,107363,7374800,544333,565603
9.845,111135,7267440,530197,549002
9.855,113310,7156300,516271,531696
9.865,116202,7042990,502285,514303
9.875,119444,6926790,488320,496466
9.885,121875,6807350,474547,478208
9.895,125449,6685470,460867,459430
9.905,127159,6560020,447262,440398
9.915,130187,6432860,433652,420667
9.925,132769,6302680,420092,400041
9.935,135325,6169910,406779,378502
9.945,137739,6034580,393417,356330
9.955,139981,5896840,380236,332971
9.965,141896,5756860,367183,307436
9.975,143291,5614970,354508,278653
9.985,145235,5471680,341871,245034
9.995,146198,5326440,329269,178150
10.005,147610,5180240,316847,0
10.015,148186,5032630,304530,0
10.025,149695,4884450,292380,0
10.035,149854,4734750,280815,0
10.045,149785,4584900,269163,0
10.055,149601,4435110,257806,0
10.065,149084,4285510,246613,0
10.075,148877,4136430,236035,0
10.085,147795,3987550,225495,0
10.095,147411,3839760,215048,0
10.105,146417,3692340,205009,0
10.115,144889,3545930,195198,0
10.125,142839,3401040,185421,0
10.135,140470,3258200,176213,0
10.145,138951,3117730,167101,0
10.155,136498,2978780,158173,0
10.165,132772,2842280,149744,0
10.175,130164,2709510,141524,0
10.185,126753,2579340,133708,0
10.195,124309,2452590,126095,0
10.205,120455,2328280,118719,0
10.215,116495,2207830,111628,0
10.225,113082,2091330,104904,0
10.235,110202,1978250,98530,0
10.245,105544,1868050,92498,0
10.255,101562,1762500,86567,0
10.265,97667,1660940,81046,0
10.275,93795,1563280,75768,0
10.285,90129,1469480,70789,0
10.295,86606,1379350,66050,0
10.305,83068,1292740,61512,0
10.315,78794,1209680,57417,0
10.325,75637,1130880,53392,0
10.335,70965,1055250,49650,0
10.345,66952,984281,46070,0
10.355,63576,917329,42815,0
10.365,60457,853753,39753,0
10.375,57490,793296,36849,0
10.385,53779,735806,34065,0
10.395,50671,682027,31501,0
10.405,46955,631356,29175,0
10.415,44356,584401,26918,0
10.425,41163,540045,24853,0
10.435,38382,498882,22940,0
10.445,35979,460500,21119,0
10.455,33343,424521,19466,0
10.465,31048,391178,17933,0
10.475,28962,360130,16553,0
10.485,26821,331168,15191,0
10.495,24731,304347,13951,0
10.505,22594,279616,12842,0
10.515,20898,257022,11825,0
10.525,19195,236124,10894,0
10.535,17437,216929,10036,0
10.545,16189,199492,9240,0
10.555,15000,183303,8528,0
10.565,13596,168303,7876,0
10.575,12320,154707,7259,0
10.585,11520,142387,6680,0
10.595,10601,130867,6157,0
10.605,9692,120266,5675,0
10.615,8946,110574,5219,0
10.625,8196,101628,4817,0
10.635,7514,93432,4444,0
10.645,6879,85918,4096,0
10.655,6229,79039,3772,0
10.665,5939,72810,3460,0
10.675,5483,66871,3178,0
10.685,4935,61388,2937,0
10.695,4672,56453,2701,0
10.705,4323,51781,2521,0
10.715,3897,47458,2347,0
10.725,3642,43561,2186,0
10.735,3245,39919,2037,0
10.745,3061,36674,1886,0
10.755,2693,33613,1732,0
10.765,2581,30920,1616,0
10.775,2332,28339,1503,0
10.785,2068,26007,1381,0
10.795,1999,23939,1283,0
10.805,1738,21940,1194,0
10.815,1608,20202,1126,0
10.825,1519,18594,1062,0
10.835,1372,17075,995,0
10.845,1179,15703,928,0
10.855,1039,14524,877,0
10.865,981,13485,831,0
10.875,874,12504,785,0
10.885,811,11630,751,0
10.895,708,10819,728,0
10.905,632,10111,697,0
10.915,618,9479,663,0
10.925,542,8861,632,0
10.935,480,8319,603,0
10.945,394,7839,582,0
10.955,369,7445,563,0
10.965,318,7076,550,0
10.975,290,6758,532,0
10.985,282,6468,524,0
10.995,212,6186,508,0
11.005,175,5974,496,0
11.015,158,5799,487,0
11.025,152,5641,476,0
11.035,111,5489,462,0
11.045,103,5378,455,0
11.055,110,5275,444,0
11.065,70,5165,432,0
11.075,79,5095,427,0
11.085,75,5016,416,0
11.095,58,4941,405,0
11.105,84,4883,396,0
11.115,68,4799,386,0
11.125,85,4731,376,0
11.135,90,4646,367,0
11.145,87,4556,360,0
11.155,96,4469,352,0
11.165,98,4373,342,0
11.175,100,4275,334,0
11.185,112,4175,325,0
11.195,106,4063,314,0
11.205,124,3957,304,0
11.215,130,3833,291,0
11.225,120,3703,289,0
11.235,114,3583,280,0
11.245,135,3469,272,0
11.255,120,3334,258,0
11.265,127,3214,252,0
11.275,135,3087,246,0
11.285,114,2952,234,0
11.295,119,2838,229,0
11.305,106,2719,219,0
11.315,86,2613,213,0
11.325,89,2527,206,0
11.335,80,2438,201,0
11.345,68,2358,195,0
11.355,51,2290,191,0
11.365,50,2239,186,0
11.375,45,2189,184,0
11.385,32,2144,174,0
11.395,31,2112,166,0
11.405,28,2081,164,0
11.415,19,2053,161,0
11.425,17,2034,159,0
11.435,21,2017,158,0
11.445,12,1996,153,0
11.455,7,1984,150,0
11.465,5,1977,144,0
11.475,6,1972,141,0
11.485,3,1966,140,0
11.495,6,1963,137,0
11.505,9,1957,134,0
11.515,13,1948,132,0
11.525,20,1935,125,0
11.535,26,1915,119,0
11.545,28,1889,112,0
11.555,24,1861,108,0
11.565,36,1837,104,0
11.575,39,1801,102,0
11.585,28,1762,99,0
11.595,28,1734,95,0
11.605,34,1706,89,0
11.615,49,1672,83,0
11.625,61,1623,74,0
11.635,46,1562,70,0
11.645,59,1516,68,0
11.655,52,1457,67,0
11.665,55,1405,59,0
11.675,65,1350,52,0
11.685,69,1285,48,0
11.695,81,1216,42,0
11.705,65,1135,39,0
11.715,63,1070,36,0
11.725,103,1007,28,0
11.735,73,904,24,0
11.745,80,831,21,0
11.755,84,751,18,0
11.765,68,667,16,0
11.775,85,599,14,0
11.785,65,514,11,0
11.795,63,449,10,0
11.805,64,386,9,0
11.815,56,322,9,0
11.825,60,266,6,0
11.835,42,206,5,0
11.845,47,164,4,0
11.855,42,117,0,0
11.865,37,75,0,0
11.875,31,38,0,0
11.885,7,7,0,0
11.895,0,0,0,0
11.905,0,0,0,0
11.915,0,0,0,0
11.925,0,0,0,0
11.935,0,0,0,0
11.945,0,0,0,0
11.955,0,0,0,0
11.965,0,0,0,0
11.975,0,0,0,0
11.985,0,0,0,0
11.995,0,0,0,0
12.005,0,0,0,0
